name,Date,AirTemp,CloudOpacity,Dni10,Dni90,DniMoy,Ghi10,Ghi90,GhiMoy
Meteorological_Prevision_Data,2020-07-16 11:30:00.000000+0000,19,79,0,19,2,93,371,169
Meteorological_Prevision_Data,2020-07-16 11:40:00.000000+0000,19.13,76,0,24,2,93,394,196
Meteorological_Prevision_Data,2020-07-16 11:50:00.000000+0000,19.1,74,0,29,2,93,414,211
Meteorological_Prevision_Data,2020-07-16 12:00:00.000000+0000,19,74,0,34,3,94,430,218
Meteorological_Prevision_Data,2020-07-16 12:10:00.000000+0000,18.9,73,0,38,2,93,443,219
Meteorological_Prevision_Data,2020-07-16 12:20:00.000000+0000,18.87,73,0,44,2,93,454,221
Meteorological_Prevision_Data,2020-07-16 12:30:00.000000+0000,19,73,0,50,3,94,465,226
Meteorological_Prevision_Data,2020-07-16 12:40:00.000000+0000,19.32,71,1,56,3,94,474,237
Meteorological_Prevision_Data,2020-07-16 12:50:00.000000+0000,19.71,69,2,63,4,96,482,253
Meteorological_Prevision_Data,2020-07-16 13:00:00.000000+0000,20,67,2,69,5,102,488,273
Meteorological_Prevision_Data,2020-07-16 13:10:00.000000+0000,20.09,64,3,72,8,113,490,293
Meteorological_Prevision_Data,2020-07-16 13:20:00.000000+0000,20.04,61,3,76,10,125,490,312
Meteorological_Prevision_Data,2020-07-16 13:30:00.000000+0000,20,80,3,49,2,25,440,160
Meteorological_Prevision_Data,2020-07-16 13:40:00.000000+0000,20.29,80,2,161,1,24,544,153
Meteorological_Prevision_Data,2020-07-16 13:50:00.000000+0000,20.25,80,1,203,1,24,578,148
Meteorological_Prevision_Data,2020-07-16 14:00:00.000000+0000,20,81,1,195,1,23,563,145
Meteorological_Prevision_Data,2020-07-16 14:10:00.000000+0000,19.64,80,0,156,0,23,518,143
Meteorological_Prevision_Data,2020-07-16 14:20:00.000000+0000,19.27,80,0,108,0,23,465,142
Meteorological_Prevision_Data,2020-07-16 14:30:00.000000+0000,19,80,0,71,0,23,423,144
Meteorological_Prevision_Data,2020-07-16 14:40:00.000000+0000,18.91,79,0,59,1,22,406,146
Meteorological_Prevision_Data,2020-07-16 14:50:00.000000+0000,18.94,77,0,65,2,22,407,150
Meteorological_Prevision_Data,2020-07-16 15:00:00.000000+0000,19,76,0,75,2,23,410,157
Meteorological_Prevision_Data,2020-07-16 15:10:00.000000+0000,19.02,73,0,80,3,23,402,165
Meteorological_Prevision_Data,2020-07-16 15:20:00.000000+0000,19.02,72,0,78,4,23,386,172
Meteorological_Prevision_Data,2020-07-16 15:30:00.000000+0000,19,55,2,104,22,128,397,284
Meteorological_Prevision_Data,2020-07-16 15:40:00.000000+0000,19,55,1,184,20,112,426,273
Meteorological_Prevision_Data,2020-07-16 15:50:00.000000+0000,19,54,1,217,21,101,431,265
Meteorological_Prevision_Data,2020-07-16 16:00:00.000000+0000,19,54,1,217,23,92,419,259
Meteorological_Prevision_Data,2020-07-16 16:10:00.000000+0000,19,52,1,201,28,84,398,253
Meteorological_Prevision_Data,2020-07-16 16:20:00.000000+0000,19,51,1,184,33,79,374,249
Meteorological_Prevision_Data,2020-07-16 16:30:00.000000+0000,19,50,1,183,37,74,354,245
Meteorological_Prevision_Data,2020-07-16 16:40:00.000000+0000,19.01,48,0,205,42,68,342,239
Meteorological_Prevision_Data,2020-07-16 16:50:00.000000+0000,19.01,47,0,238,44,63,334,231
Meteorological_Prevision_Data,2020-07-16 17:00:00.000000+0000,19,47,0,260,44,57,324,220
Meteorological_Prevision_Data,2020-07-16 17:10:00.000000+0000,18.98,48,0,258,40,50,305,203
Meteorological_Prevision_Data,2020-07-16 17:20:00.000000+0000,18.97,49,0,242,35,45,282,184
Meteorological_Prevision_Data,2020-07-16 17:30:00.000000+0000,19,25,37,624,196,174,334,250
Meteorological_Prevision_Data,2020-07-16 17:40:00.000000+0000,19.32,26,31,571,168,158,308,231
Meteorological_Prevision_Data,2020-07-16 17:50:00.000000+0000,19.27,24,27,537,175,140,282,216
Meteorological_Prevision_Data,2020-07-16 18:00:00.000000+0000,19,21,24,515,201,123,257,202
Meteorological_Prevision_Data,2020-07-16 18:10:00.000000+0000,18.61,16,21,498,232,105,231,189
Meteorological_Prevision_Data,2020-07-16 18:20:00.000000+0000,18.24,14,18,481,250,90,206,173
Meteorological_Prevision_Data,2020-07-16 18:30:00.000000+0000,18,15,17,459,240,77,182,154
Meteorological_Prevision_Data,2020-07-16 18:40:00.000000+0000,17.97,19,15,425,192,66,157,128
Meteorological_Prevision_Data,2020-07-16 18:50:00.000000+0000,18.02,25,14,380,128,58,134,102
Meteorological_Prevision_Data,2020-07-16 19:00:00.000000+0000,18,29,13,325,75,50,112,79
Meteorological_Prevision_Data,2020-07-16 19:10:00.000000+0000,17.77,27,10,261,50,40,91,62
Meteorological_Prevision_Data,2020-07-16 19:20:00.000000+0000,17.4,24,7,195,46,30,71,51
Meteorological_Prevision_Data,2020-07-16 19:30:00.000000+0000,17,37,3,114,29,19,49,35
Meteorological_Prevision_Data,2020-07-16 19:40:00.000000+0000,16.76,35,1,63,16,12,30,21
Meteorological_Prevision_Data,2020-07-16 19:50:00.000000+0000,16.41,35,0,30,7,7,17,11
Meteorological_Prevision_Data,2020-07-16 20:00:00.000000+0000,16,37,0,11,3,4,9,6
Meteorological_Prevision_Data,2020-07-16 20:10:00.000000+0000,15.59,38,0,1,0,1,4,2
Meteorological_Prevision_Data,2020-07-16 20:20:00.000000+0000,15.24,39,0,0,0,0,1,1
Meteorological_Prevision_Data,2020-07-16 20:30:00.000000+0000,15,41,0,0,0,0,1,1
Meteorological_Prevision_Data,2020-07-16 20:40:00.000000+0000,14.9,41,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 20:50:00.000000+0000,14.92,40,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:00:00.000000+0000,15,39,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:10:00.000000+0000,15.09,36,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:20:00.000000+0000,15.12,33,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:30:00.000000+0000,14,71,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:40:00.000000+0000,13.48,71,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 21:50:00.000000+0000,13.16,70,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:00:00.000000+0000,13,69,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:10:00.000000+0000,12.95,67,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:20:00.000000+0000,12.97,65,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:30:00.000000+0000,13,63,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:40:00.000000+0000,13.01,61,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 22:50:00.000000+0000,13.01,58,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:00:00.000000+0000,13,56,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:10:00.000000+0000,13,51,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:20:00.000000+0000,13,47,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:30:00.000000+0000,13,43,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:40:00.000000+0000,13,39,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-16 23:50:00.000000+0000,13,36,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:00:00.000000+0000,13,33,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:10:00.000000+0000,13,29,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:20:00.000000+0000,13,26,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:30:00.000000+0000,13,22,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:40:00.000000+0000,13,17,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 00:50:00.000000+0000,13,14,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:00:00.000000+0000,13,12,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:10:00.000000+0000,13,12,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:20:00.000000+0000,13,13,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:30:00.000000+0000,13,15,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:40:00.000000+0000,13,17,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 01:50:00.000000+0000,13,19,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:00:00.000000+0000,13,20,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:10:00.000000+0000,13,22,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:20:00.000000+0000,13,23,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:30:00.000000+0000,13,24,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:40:00.000000+0000,13,26,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 02:50:00.000000+0000,13,28,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:00:00.000000+0000,13,30,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:10:00.000000+0000,12.99,31,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:20:00.000000+0000,12.99,33,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:30:00.000000+0000,13,34,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:40:00.000000+0000,13.02,36,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 03:50:00.000000+0000,13.03,37,0,-1,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 04:00:00.000000+0000,13,38,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 04:10:00.000000+0000,12.92,39,0,3,0,0,1,1
Meteorological_Prevision_Data,2020-07-17 04:20:00.000000+0000,12.88,39,0,8,0,1,5,4
Meteorological_Prevision_Data,2020-07-17 04:30:00.000000+0000,13,40,0,15,1,3,12,8
Meteorological_Prevision_Data,2020-07-17 04:40:00.000000+0000,13.34,40,0,26,4,7,24,16
Meteorological_Prevision_Data,2020-07-17 04:50:00.000000+0000,13.74,39,0,50,9,11,39,26
Meteorological_Prevision_Data,2020-07-17 05:00:00.000000+0000,14,39,1,97,19,16,57,37
Meteorological_Prevision_Data,2020-07-17 05:10:00.000000+0000,13.98,37,3,175,35,23,78,51
Meteorological_Prevision_Data,2020-07-17 05:20:00.000000+0000,13.88,35,5,266,55,32,100,67
Meteorological_Prevision_Data,2020-07-17 05:30:00.000000+0000,14,48,9,83,28,48,82,63
Meteorological_Prevision_Data,2020-07-17 05:40:00.000000+0000,14.85,48,11,120,28,57,104,74
Meteorological_Prevision_Data,2020-07-17 05:50:00.000000+0000,15.5,47,12,130,30,68,122,87
Meteorological_Prevision_Data,2020-07-17 06:00:00.000000+0000,16,47,13,126,31,79,139,101
Meteorological_Prevision_Data,2020-07-17 06:10:00.000000+0000,16.39,46,12,119,33,90,157,116
Meteorological_Prevision_Data,2020-07-17 06:20:00.000000+0000,16.71,45,12,123,34,99,177,131
Meteorological_Prevision_Data,2020-07-17 06:30:00.000000+0000,17,46,11,151,35,106,200,144
Meteorological_Prevision_Data,2020-07-17 06:40:00.000000+0000,17.3,46,9,210,34,109,229,154
Meteorological_Prevision_Data,2020-07-17 06:50:00.000000+0000,17.63,47,8,276,34,114,260,167
Meteorological_Prevision_Data,2020-07-17 07:00:00.000000+0000,18,47,9,320,37,124,287,184
Meteorological_Prevision_Data,2020-07-17 07:10:00.000000+0000,18.41,44,10,323,47,143,310,208
Meteorological_Prevision_Data,2020-07-17 07:20:00.000000+0000,18.78,40,14,307,64,167,330,238
Meteorological_Prevision_Data,2020-07-17 07:30:00.000000+0000,19,73,2,38,3,85,211,111
Meteorological_Prevision_Data,2020-07-17 07:40:00.000000+0000,18.69,71,1,84,3,93,271,127
Meteorological_Prevision_Data,2020-07-17 07:50:00.000000+0000,18.73,69,1,109,3,98,311,140
Meteorological_Prevision_Data,2020-07-17 08:00:00.000000+0000,19,69,2,117,4,101,334,151
Meteorological_Prevision_Data,2020-07-17 08:10:00.000000+0000,19.38,68,2,114,5,103,345,160
Meteorological_Prevision_Data,2020-07-17 08:20:00.000000+0000,19.76,68,2,104,6,107,351,168
Meteorological_Prevision_Data,2020-07-17 08:30:00.000000+0000,20,68,2,91,6,115,355,178
Meteorological_Prevision_Data,2020-07-17 08:40:00.000000+0000,20.04,67,1,80,5,126,364,189
Meteorological_Prevision_Data,2020-07-17 08:50:00.000000+0000,19.98,65,1,83,6,142,381,208
Meteorological_Prevision_Data,2020-07-17 09:00:00.000000+0000,20,62,1,108,12,159,409,241
Meteorological_Prevision_Data,2020-07-17 09:10:00.000000+0000,20.21,55,2,163,27,178,452,293
Meteorological_Prevision_Data,2020-07-17 09:20:00.000000+0000,20.57,48,3,237,45,195,501,350
Meteorological_Prevision_Data,2020-07-17 09:30:00.000000+0000,21,27,37,789,221,358,702,516
Meteorological_Prevision_Data,2020-07-17 09:40:00.000000+0000,21.53,28,29,796,200,343,720,519
Meteorological_Prevision_Data,2020-07-17 09:50:00.000000+0000,21.85,30,26,801,176,343,737,515
Meteorological_Prevision_Data,2020-07-17 10:00:00.000000+0000,22,33,27,804,151,353,753,509
Meteorological_Prevision_Data,2020-07-17 10:10:00.000000+0000,22.04,35,28,804,126,368,769,500
Meteorological_Prevision_Data,2020-07-17 10:20:00.000000+0000,22.02,36,31,804,105,385,783,494
Meteorological_Prevision_Data,2020-07-17 10:30:00.000000+0000,22,37,32,802,91,398,797,491
Meteorological_Prevision_Data,2020-07-17 10:40:00.000000+0000,22.01,38,32,797,84,403,808,493
Meteorological_Prevision_Data,2020-07-17 10:50:00.000000+0000,22.02,38,30,786,82,403,816,498
Meteorological_Prevision_Data,2020-07-17 11:00:00.000000+0000,22,39,28,764,83,399,819,504
Meteorological_Prevision_Data,2020-07-17 11:10:00.000000+0000,21.93,39,24,726,81,391,814,507
Meteorological_Prevision_Data,2020-07-17 11:20:00.000000+0000,21.9,39,21,682,80,382,805,509
Meteorological_Prevision_Data,2020-07-17 11:30:00.000000+0000,22,61,4,56,11,255,474,325
Meteorological_Prevision_Data,2020-07-17 11:40:00.000000+0000,22.49,56,6,35,18,289,473,366
Meteorological_Prevision_Data,2020-07-17 11:50:00.000000+0000,22.81,53,8,50,22,303,493,389
Meteorological_Prevision_Data,2020-07-17 12:00:00.000000+0000,23,52,8,89,23,302,527,401
Meteorological_Prevision_Data,2020-07-17 12:10:00.000000+0000,23.08,52,7,141,25,291,565,407
Meteorological_Prevision_Data,2020-07-17 12:20:00.000000+0000,23.07,52,6,191,27,278,602,413
Meteorological_Prevision_Data,2020-07-17 12:30:00.000000+0000,23,51,5,228,31,268,630,424
Meteorological_Prevision_Data,2020-07-17 12:40:00.000000+0000,22.91,48,4,248,41,265,643,444
Meteorological_Prevision_Data,2020-07-17 12:50:00.000000+0000,22.88,44,5,272,58,271,654,472
Meteorological_Prevision_Data,2020-07-17 13:00:00.000000+0000,23,40,6,333,86,287,675,507
Meteorological_Prevision_Data,2020-07-17 13:10:00.000000+0000,23.31,35,10,449,128,310,714,544
Meteorological_Prevision_Data,2020-07-17 13:20:00.000000+0000,23.7,31,13,589,175,332,761,578
Meteorological_Prevision_Data,2020-07-17 13:30:00.000000+0000,24,14,16,804,472,345,829,713
Meteorological_Prevision_Data,2020-07-17 13:40:00.000000+0000,24,15,10,807,447,309,818,695
Meteorological_Prevision_Data,2020-07-17 13:50:00.000000+0000,24,17,8,809,401,283,806,666
Meteorological_Prevision_Data,2020-07-17 14:00:00.000000+0000,24,20,7,809,344,263,795,632
Meteorological_Prevision_Data,2020-07-17 14:10:00.000000+0000,24,24,6,807,281,243,782,594
Meteorological_Prevision_Data,2020-07-17 14:20:00.000000+0000,24,28,6,804,223,222,768,556
Meteorological_Prevision_Data,2020-07-17 14:30:00.000000+0000,24,30,5,800,177,194,753,523
Meteorological_Prevision_Data,2020-07-17 14:40:00.000000+0000,24.01,32,2,794,149,158,736,496
Meteorological_Prevision_Data,2020-07-17 14:50:00.000000+0000,24.01,33,0,789,144,131,718,480
Meteorological_Prevision_Data,2020-07-17 15:00:00.000000+0000,24,32,0,786,163,129,700,476
Meteorological_Prevision_Data,2020-07-17 15:10:00.000000+0000,23.98,28,4,784,205,165,680,482
Meteorological_Prevision_Data,2020-07-17 15:20:00.000000+0000,23.97,25,8,781,245,213,659,489
Meteorological_Prevision_Data,2020-07-17 15:30:00.000000+0000,24,31,17,650,159,265,605,438
Meteorological_Prevision_Data,2020-07-17 15:40:00.000000+0000,24.28,28,18,694,179,267,601,434
Meteorological_Prevision_Data,2020-07-17 15:50:00.000000+0000,24.25,27,23,720,186,270,589,424
Meteorological_Prevision_Data,2020-07-17 16:00:00.000000+0000,24,28,28,731,185,270,572,409
Meteorological_Prevision_Data,2020-07-17 16:10:00.000000+0000,23.64,28,34,730,180,268,549,390
Meteorological_Prevision_Data,2020-07-17 16:20:00.000000+0000,23.27,28,36,723,174,261,524,370
Meteorological_Prevision_Data,2020-07-17 16:30:00.000000+0000,23,28,36,713,171,247,498,352
Meteorological_Prevision_Data,2020-07-17 16:40:00.000000+0000,22.89,28,30,702,173,225,471,335
Meteorological_Prevision_Data,2020-07-17 16:50:00.000000+0000,22.92,27,24,693,179,203,445,320
Meteorological_Prevision_Data,2020-07-17 17:00:00.000000+0000,23,27,21,687,184,186,420,304
Meteorological_Prevision_Data,2020-07-17 17:10:00.000000+0000,23.08,27,23,683,184,178,394,285
Meteorological_Prevision_Data,2020-07-17 17:20:00.000000+0000,23.1,27,28,675,180,175,368,265
Meteorological_Prevision_Data,2020-07-17 17:30:00.000000+0000,23,24,8,655,239,116,341,260
Meteorological_Prevision_Data,2020-07-17 17:40:00.000000+0000,22.66,22,9,601,238,109,314,244
Meteorological_Prevision_Data,2020-07-17 17:50:00.000000+0000,22.33,22,9,565,220,100,288,224
Meteorological_Prevision_Data,2020-07-17 18:00:00.000000+0000,22,24,8,541,193,90,262,202
Meteorological_Prevision_Data,2020-07-17 18:10:00.000000+0000,21.67,25,6,522,165,79,235,178
Meteorological_Prevision_Data,2020-07-17 18:20:00.000000+0000,21.34,26,6,504,143,69,210,155
Meteorological_Prevision_Data,2020-07-17 18:30:00.000000+0000,21,26,7,480,136,62,185,136
Meteorological_Prevision_Data,2020-07-17 18:40:00.000000+0000,20.66,23,11,445,146,57,160,120
Meteorological_Prevision_Data,2020-07-17 18:50:00.000000+0000,20.32,20,14,399,162,54,136,107
Meteorological_Prevision_Data,2020-07-17 19:00:00.000000+0000,20,17,16,342,169,49,114,95
Meteorological_Prevision_Data,2020-07-17 19:10:00.000000+0000,19.69,15,14,274,154,40,92,79
Meteorological_Prevision_Data,2020-07-17 19:20:00.000000+0000,19.36,14,10,204,125,30,72,63
Meteorological_Prevision_Data,2020-07-17 19:30:00.000000+0000,19,23,9,140,44,16,53,41
Meteorological_Prevision_Data,2020-07-17 19:40:00.000000+0000,18.34,11,4,83,29,10,33,26
Meteorological_Prevision_Data,2020-07-17 19:50:00.000000+0000,18.05,12,1,44,19,5,19,15
Meteorological_Prevision_Data,2020-07-17 20:00:00.000000+0000,18,20,0,20,11,3,10,8
Meteorological_Prevision_Data,2020-07-17 20:10:00.000000+0000,18.06,32,0,6,5,1,4,3
Meteorological_Prevision_Data,2020-07-17 20:20:00.000000+0000,18.1,43,0,1,1,0,1,1
Meteorological_Prevision_Data,2020-07-17 20:30:00.000000+0000,18,46,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 20:40:00.000000+0000,17.68,41,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 20:50:00.000000+0000,17.28,30,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:00:00.000000+0000,17,21,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:10:00.000000+0000,16.97,16,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:20:00.000000+0000,17.04,14,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:30:00.000000+0000,16,32,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:40:00.000000+0000,16.29,34,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 21:50:00.000000+0000,16.26,35,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:00:00.000000+0000,16,35,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:10:00.000000+0000,15.63,33,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:20:00.000000+0000,15.26,32,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:30:00.000000+0000,15,32,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:40:00.000000+0000,14.91,32,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 22:50:00.000000+0000,14.95,33,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:00:00.000000+0000,15,34,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:10:00.000000+0000,15.01,32,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:20:00.000000+0000,14.99,28,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:30:00.000000+0000,15,25,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:40:00.000000+0000,15.07,21,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-17 23:50:00.000000+0000,15.1,18,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:00:00.000000+0000,15,16,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:10:00.000000+0000,14.7,12,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:20:00.000000+0000,14.31,9,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:30:00.000000+0000,14,6,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:40:00.000000+0000,13.89,3,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 00:50:00.000000+0000,13.93,1,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:00:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:10:00.000000+0000,14.03,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:20:00.000000+0000,14.02,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:30:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:40:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 01:50:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:00:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:10:00.000000+0000,13.98,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:20:00.000000+0000,13.98,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:30:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:40:00.000000+0000,14.07,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 02:50:00.000000+0000,14.1,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:00:00.000000+0000,14,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:10:00.000000+0000,13.71,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:20:00.000000+0000,13.34,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:30:00.000000+0000,13,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:40:00.000000+0000,12.82,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 03:50:00.000000+0000,12.82,0,0,-1,-1,0,0,0
Meteorological_Prevision_Data,2020-07-18 04:00:00.000000+0000,13,0,0,0,0,0,0,0
Meteorological_Prevision_Data,2020-07-18 04:10:00.000000+0000,13.35,0,2,3,3,1,1,1
Meteorological_Prevision_Data,2020-07-18 04:20:00.000000+0000,13.74,0,6,11,11,5,5,5
Meteorological_Prevision_Data,2020-07-18 04:30:00.000000+0000,14,0,11,23,23,11,13,13
Meteorological_Prevision_Data,2020-07-18 04:40:00.000000+0000,14.04,0,20,44,44,22,27,27
Meteorological_Prevision_Data,2020-07-18 04:50:00.000000+0000,13.98,0,37,80,80,36,44,44
Meteorological_Prevision_Data,2020-07-18 05:00:00.000000+0000,14,0,66,143,143,52,63,63
Meteorological_Prevision_Data,2020-07-18 05:10:00.000000+0000,14.22,0,111,237,237,70,84,84
Meteorological_Prevision_Data,2020-07-18 05:20:00.000000+0000,14.59,0,159,337,337,88,107,107
Meteorological_Prevision_Data,2020-07-18 05:30:00.000000+0000,15,34,18,201,69,58,102,79
Meteorological_Prevision_Data,2020-07-18 05:40:00.000000+0000,15.32,31,22,201,86,73,120,98
Meteorological_Prevision_Data,2020-07-18 05:50:00.000000+0000,15.66,30,25,267,102,87,147,118
Meteorological_Prevision_Data,2020-07-18 06:00:00.000000+0000,16,29,26,370,117,99,179,137
Meteorological_Prevision_Data,2020-07-18 06:10:00.000000+0000,16.34,28,27,484,128,111,212,157
Meteorological_Prevision_Data,2020-07-18 06:20:00.000000+0000,16.68,27,28,579,138,123,244,175
Meteorological_Prevision_Data,2020-07-18 06:30:00.000000+0000,17,28,29,629,144,136,271,193
Meteorological_Prevision_Data,2020-07-18 06:40:00.000000+0000,17.31,28,30,613,146,149,291,209
Meteorological_Prevision_Data,2020-07-18 06:50:00.000000+0000,17.64,29,34,555,146,165,306,225
Meteorological_Prevision_Data,2020-07-18 07:00:00.000000+0000,18,30,38,485,143,185,320,242
Meteorological_Prevision_Data,2020-07-18 07:10:00.000000+0000,18.4,29,45,429,139,207,334,261
Meteorological_Prevision_Data,2020-07-18 07:20:00.000000+0000,18.77,28,55,397,143,233,352,284
Meteorological_Prevision_Data,2020-07-18 07:30:00.000000+0000,19,50,4,155,30,119,304,215
Meteorological_Prevision_Data,2020-07-18 07:40:00.000000+0000,18.86,46,4,173,39,117,327,241
Meteorological_Prevision_Data,2020-07-18 07:50:00.000000+0000,18.86,44,4,181,47,122,347,263
Meteorological_Prevision_Data,2020-07-18 08:00:00.000000+0000,19,44,4,187,53,132,367,282
Meteorological_Prevision_Data,2020-07-18 08:10:00.000000+0000,19.25,43,3,200,56,144,388,299
Meteorological_Prevision_Data,2020-07-18 08:20:00.000000+0000,19.59,43,3,232,58,156,416,314
Meteorological_Prevision_Data,2020-07-18 08:30:00.000000+0000,20,44,3,291,58,167,451,327
Meteorological_Prevision_Data,2020-07-18 08:40:00.000000+0000,20.44,44,2,379,56,174,497,339
Meteorological_Prevision_Data,2020-07-18 08:50:00.000000+0000,20.82,43,3,473,57,184,543,353
Meteorological_Prevision_Data,2020-07-18 09:00:00.000000+0000,21,42,4,539,65,202,582,375
Meteorological_Prevision_Data,2020-07-18 09:10:00.000000+0000,20.94,39,9,560,85,235,605,405
Meteorological_Prevision_Data,2020-07-18 09:20:00.000000+0000,20.84,35,15,563,118,276,622,443
Meteorological_Prevision_Data,2020-07-18 09:30:00.000000+0000,21,48,4,640,48,212,659,372
Meteorological_Prevision_Data,2020-07-18 09:40:00.000000+0000,22.01,42,3,733,73,218,702,419
